 Both 128K ROMs loaded successfully!
Screen RAM initialized with white paper, black ink
=== Emulator started - ROM loaded - CPU Reset ===
[8380000] PC=0x5B29 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD2 SP=0x5C3D OP=0xA8
[8390000] PC=0x674D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8400000] PC=0xB56D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8410000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8420000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8430000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8440000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8450000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8460000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8470000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8480000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8490000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8500000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
Frame 1700: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[8510000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8520000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8530000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8540000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8550000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8560000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8570000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8580000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8590000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8600000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8610000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8620000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8630000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8640000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8650000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8660000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8670000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8680000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8690000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 1750: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[8700000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8710000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8720000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8730000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8740000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8750000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8760000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8770000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8780000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8790000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8800000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8810000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8820000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8830000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8840000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8850000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8860000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8870000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8880000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8890000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 1800: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[8900000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8910000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8920000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[8930000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8940000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8950000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8960000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8970000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8980000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[8990000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9000000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9010000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9020000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9030000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9040000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9050000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9060000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9070000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9080000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 1850: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[9090000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9100000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9110000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9120000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9130000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9140000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9150000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9160000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9170000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9180000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9190000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9200000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9210000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9220000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9230000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9240000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9250000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9260000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9270000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9280000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 1900: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[9290000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9300000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9310000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9320000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9330000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9340000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9350000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9360000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9370000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9380000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9390000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9400000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9410000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9420000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9430000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9440000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9450000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9460000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9470000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 1950: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[9480000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9490000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9500000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9510000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9520000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9530000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9540000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9550000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9560000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9570000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9580000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9590000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9600000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9610000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9620000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9630000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9640000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9650000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9660000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 2000: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[9670000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9680000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9690000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9700000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9710000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9720000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9730000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9740000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9750000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9760000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9770000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9780000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9790000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9800000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9810000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9820000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9830000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9840000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9850000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9860000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 2050: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[9870000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9880000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9890000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9900000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9910000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9920000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9930000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9940000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9950000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9960000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9970000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[9980000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[9990000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10000000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10010000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10020000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10030000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10040000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[10050000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
Frame 2100: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[10060000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10070000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10080000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10090000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10100000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10110000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[10120000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10130000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10140000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10150000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10160000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10170000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10180000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[10190000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10200000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10210000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10220000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10230000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10240000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10250000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
Frame 2150: PC: 0xFFFB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[10260000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10270000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10280000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10290000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10300000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10310000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10320000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[10330000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10340000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10350000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10360000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10370000] PC=0xFFFF A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10380000] PC=0xFFF9 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10390000] PC=0xFFF4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x00
[10400000] PC=0xFFFB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10410000] PC=0xFFF5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10420000] PC=0xFFFD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
[10430000] PC=0xFFF7 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x5BEF OP=0x38
