 Both 128K ROMs loaded successfully!
Screen RAM initialized with white paper, black ink
=== Emulator started - ROM loaded - CPU Reset ===
[6280000] PC=0x5B23 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B76 SP=0x9CF5 OP=0xFD
Frame 1250: PC: 0x5A41 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[6290000] PC=0x5A2D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B9E SP=0x9CA9 OP=0x38
[6300000] PC=0x5915 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC6 SP=0x9C59 OP=0x38
[6310000] PC=0x5B7A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BEC SP=0x9C09 OP=0x07
[6320000] PC=0x5ADB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B14 SP=0x9BBD OP=0x38
[6330000] PC=0x59C3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B3C SP=0x9B6D OP=0x38
[6340000] PC=0x5BD1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B62 SP=0x9B1D OP=0xA8
[6350000] PC=0x5B45 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B8A SP=0x9ACD OP=0xA8
[6360000] PC=0x5A71 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB2 SP=0x9A81 OP=0x38
[6370000] PC=0x5959 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDA SP=0x9A31 OP=0x38
[6380000] PC=0x5B9C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B00 SP=0x99E1 OP=0x7F
[6390000] PC=0x5B10 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B28 SP=0x9991 OP=0x7F
[6400000] PC=0x5A07 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B50 SP=0x9945 OP=0x38
[6410000] PC=0x5BF4 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B76 SP=0x98F5 OP=0x00
[6420000] PC=0x5B67 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B9E SP=0x98A5 OP=0xFD
[6430000] PC=0x5AB5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC6 SP=0x9859 OP=0x38
[6440000] PC=0x599D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BEE SP=0x9809 OP=0x38
[6450000] PC=0x5BBE A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B14 SP=0x97B9 OP=0x07
[6460000] PC=0x5B32 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B3C SP=0x9769 OP=0x7F
[6470000] PC=0x5A4B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B64 SP=0x971D OP=0x38
[6480000] PC=0x5933 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8C SP=0x96CD OP=0x38
[6490000] PC=0x5B89 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB2 SP=0x967D OP=0xA8
[6500000] PC=0x5AF9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDA SP=0x9631 OP=0x38
[6510000] PC=0x59E1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B02 SP=0x95E1 OP=0x38
[6520000] PC=0x5BE0 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B28 SP=0x9591 OP=0x7F
[6530000] PC=0x5B54 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B50 SP=0x9541 OP=0x7F
Frame 1300: PC: 0x5A23 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[6540000] PC=0x5A8F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B78 SP=0x94F5 OP=0x38
[6550000] PC=0x5977 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA0 SP=0x94A5 OP=0x38
[6560000] PC=0x5BAB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BC6 SP=0x9455 OP=0xFD
[6570000] PC=0x5B1F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BEE SP=0x9405 OP=0xFD
[6580000] PC=0x5A25 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B16 SP=0x93B9 OP=0x38
[6590000] PC=0x590D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B3E SP=0x9369 OP=0x38
[6600000] PC=0x5B76 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B64 SP=0x9319 OP=0x07
[6610000] PC=0x5AD3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8C SP=0x92CD OP=0x38
[6620000] PC=0x59BB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB4 SP=0x927D OP=0x38
[6630000] PC=0x5BCD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BDA SP=0x922D OP=0xA8
[6640000] PC=0x5B41 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B02 SP=0x91DD OP=0xA8
[6650000] PC=0x5A69 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2A SP=0x9191 OP=0x38
[6660000] PC=0x5951 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B52 SP=0x9141 OP=0x38
[6670000] PC=0x5B98 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B78 SP=0x90F1 OP=0x7F
[6680000] PC=0x5B0C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BA0 SP=0x90A1 OP=0x7F
[6690000] PC=0x59FF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC8 SP=0x9055 OP=0x38
[6700000] PC=0x5BEF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BEE SP=0x9005 OP=0x38
[6710000] PC=0x5B63 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B16 SP=0x8FB5 OP=0xFD
[6720000] PC=0x5AAD A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B3E SP=0x8F69 OP=0x38
[6730000] PC=0x5995 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B66 SP=0x8F19 OP=0x38
[6740000] PC=0x5BBA A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B8C SP=0x8EC9 OP=0x07
[6750000] PC=0x5B2E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB4 SP=0x8E79 OP=0x7F
[6760000] PC=0x5A43 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDC SP=0x8E2D OP=0x38
[6770000] PC=0x592B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B04 SP=0x8DDD OP=0x38
[6780000] PC=0x5B85 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B2A SP=0x8D8D OP=0xA8
Frame 1350: PC: 0x5A05 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[6790000] PC=0x5AF1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B52 SP=0x8D41 OP=0x38
[6800000] PC=0x59D9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7A SP=0x8CF1 OP=0x38
[6810000] PC=0x5BDC A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BA0 SP=0x8CA1 OP=0x7F
[6820000] PC=0x5B50 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BC8 SP=0x8C51 OP=0x7F
[6830000] PC=0x5A87 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF0 SP=0x8C05 OP=0x38
[6840000] PC=0x596F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B18 SP=0x8BB5 OP=0x38
[6850000] PC=0x5BA7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B3E SP=0x8B65 OP=0xFD
[6860000] PC=0x5B1B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B66 SP=0x8B15 OP=0xFD
[6870000] PC=0x5A1D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8E SP=0x8AC9 OP=0x38
[6880000] PC=0x5905 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x8A79 OP=0x38
[6890000] PC=0x5B72 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BDC SP=0x8A29 OP=0x07
[6900000] PC=0x5ACB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B04 SP=0x89DD OP=0x38
[6910000] PC=0x59B3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2C SP=0x898D OP=0x38
[6920000] PC=0x5BC9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B52 SP=0x893D OP=0xA8
[6930000] PC=0x5B3D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B7A SP=0x88ED OP=0xA8
[6940000] PC=0x5A61 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA2 SP=0x88A1 OP=0x38
[6950000] PC=0x5949 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x8851 OP=0x38
[6960000] PC=0x5B94 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF0 SP=0x8801 OP=0x7F
[6970000] PC=0x5B08 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B18 SP=0x87B1 OP=0x7F
[6980000] PC=0x59F7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B40 SP=0x8765 OP=0x38
[6990000] PC=0x5BEB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B66 SP=0x8715 OP=0xFD
[7000000] PC=0x5B5F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B8E SP=0x86C5 OP=0xFD
[7010000] PC=0x5AA5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x8679 OP=0x38
[7020000] PC=0x598D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDE SP=0x8629 OP=0x38
[7030000] PC=0x5BB6 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B04 SP=0x85D9 OP=0x07
Frame 1400: PC: 0x59E7 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[7040000] PC=0x5B2A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B2C SP=0x8589 OP=0x7F
[7050000] PC=0x5A3B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B54 SP=0x853D OP=0x38
[7060000] PC=0x5923 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x84ED OP=0x38
[7070000] PC=0x5B81 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA2 SP=0x849D OP=0xA8
[7080000] PC=0x5AE9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x8451 OP=0x38
[7090000] PC=0x59D1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF2 SP=0x8401 OP=0x38
[7100000] PC=0x5BD8 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B18 SP=0x83B1 OP=0x7F
[7110000] PC=0x5B4C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B40 SP=0x8361 OP=0x7F
[7120000] PC=0x5A7F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B68 SP=0x8315 OP=0x38
[7130000] PC=0x5967 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x82C5 OP=0x38
[7140000] PC=0x5BA3 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BB6 SP=0x8275 OP=0xFD
[7150000] PC=0x5B17 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDE SP=0x8225 OP=0xFD
[7160000] PC=0x5A15 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B06 SP=0x81D9 OP=0x38
[7170000] PC=0x5BFB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x8189 OP=0xC3
[7180000] PC=0x5B6E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B54 SP=0x8139 OP=0x07
[7190000] PC=0x5AC3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x80ED OP=0x38
[7200000] PC=0x59AB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA4 SP=0x809D OP=0x38
[7210000] PC=0x5BC5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BCA SP=0x804D OP=0xA8
[7220000] PC=0x5B39 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF2 SP=0x7FFD OP=0xA8
[7230000] PC=0x5A59 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1A SP=0x7FB1 OP=0x38
[7240000] PC=0x5941 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x7F61 OP=0x38
[7250000] PC=0x5B90 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B68 SP=0x7F11 OP=0x7F
[7260000] PC=0x5B04 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x7EC3 OP=0x7F
[7270000] PC=0x59EF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB8 SP=0x7E75 OP=0x38
[7280000] PC=0x5BE7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BDE SP=0x7E25 OP=0xFD
Frame 1450: PC: 0x59C9 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[7290000] PC=0x5B5B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B06 SP=0x7DD5 OP=0xFD
[7300000] PC=0x5A9D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x7D89 OP=0x38
[7310000] PC=0x5985 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x7D39 OP=0x38
[7320000] PC=0x5BB2 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B7C SP=0x7CE9 OP=0x07
[7330000] PC=0x5B26 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA4 SP=0x7C99 OP=0x7F
[7340000] PC=0x5A33 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCC SP=0x7C4D OP=0x38
[7350000] PC=0x591B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x7BFD OP=0x38
[7360000] PC=0x5B7D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B1A SP=0x7BAD OP=0xA8
[7370000] PC=0x5AE1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x7B61 OP=0x38
[7380000] PC=0x59C9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6A SP=0x7B11 OP=0x38
[7390000] PC=0x5BD4 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B90 SP=0x7AC1 OP=0x7F
[7400000] PC=0x5B48 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BB8 SP=0x7A71 OP=0x7F
[7410000] PC=0x5A77 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE0 SP=0x7A25 OP=0x38
[7420000] PC=0x595F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x79D5 OP=0x38
[7430000] PC=0x5B9F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B2E SP=0x7985 OP=0xFD
[7440000] PC=0x5B13 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x7935 OP=0xFD
[7450000] PC=0x5A0D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7E SP=0x78E9 OP=0x38
[7460000] PC=0x5BF7 A=0x1D HL=0x0038 BC=0x7F7F DE=0x5BA5 SP=0x7899 OP=0x7E
[7470000] PC=0x5B6A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BCC SP=0x7849 OP=0x07
[7480000] PC=0x5ABB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x77FD OP=0x38
[7490000] PC=0x59A3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1C SP=0x77AD OP=0x38
[7500000] PC=0x5BC1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B42 SP=0x775D OP=0xA8
[7510000] PC=0x5B35 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B6A SP=0x770D OP=0xA8
[7520000] PC=0x5A51 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B92 SP=0x76C1 OP=0x38
[7530000] PC=0x5939 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x7671 OP=0x38
Frame 1500: PC: 0x59AB SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[7540000] PC=0x5B8C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BE0 SP=0x7621 OP=0x7F
[7550000] PC=0x5AFF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x75D5 OP=0xA8
[7560000] PC=0x59E7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B30 SP=0x7585 OP=0x38
[7570000] PC=0x5BE3 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B56 SP=0x7535 OP=0xFD
[7580000] PC=0x5B57 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B7E SP=0x74E5 OP=0xFD
[7590000] PC=0x5A95 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA6 SP=0x7499 OP=0x38
[7600000] PC=0x597D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x7449 OP=0x38
[7610000] PC=0x5BAE A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF4 SP=0x73F9 OP=0x07
[7620000] PC=0x5B22 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B1C SP=0x73A9 OP=0x7F
[7630000] PC=0x5A2B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B44 SP=0x735D OP=0x38
[7640000] PC=0x5913 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x730D OP=0x38
[7650000] PC=0x5B79 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B92 SP=0x72BD OP=0xA8
[7660000] PC=0x5AD9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x7271 OP=0x38
[7670000] PC=0x59C1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE2 SP=0x7221 OP=0x38
[7680000] PC=0x5BD0 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B08 SP=0x71D1 OP=0x7F
[7690000] PC=0x5B44 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B30 SP=0x7181 OP=0x7F
[7700000] PC=0x5A6F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B58 SP=0x7135 OP=0x38
[7710000] PC=0x5957 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x70E5 OP=0x38
[7720000] PC=0x5B9B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BA6 SP=0x7095 OP=0xFD
[7730000] PC=0x5B0F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x7045 OP=0xFD
[7740000] PC=0x5A05 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF6 SP=0x6FF9 OP=0x38
[7750000] PC=0x5BF3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1C SP=0x6FA9 OP=0x48
[7760000] PC=0x5B66 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B44 SP=0x6F59 OP=0x07
[7770000] PC=0x5AB3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x6F0D OP=0x38
[7780000] PC=0x599B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B94 SP=0x6EBD OP=0x38
Frame 1550: PC: 0x598D SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[7790000] PC=0x5BBD A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BBA SP=0x6E6D OP=0xA8
[7800000] PC=0x5B31 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE2 SP=0x6E1D OP=0xA8
[7810000] PC=0x5A49 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0A SP=0x6DD1 OP=0x38
[7820000] PC=0x5931 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x6D81 OP=0x38
[7830000] PC=0x5B88 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B58 SP=0x6D31 OP=0x7F
[7840000] PC=0x5AF7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x6CE5 OP=0x38
[7850000] PC=0x59DF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA8 SP=0x6C95 OP=0x38
[7860000] PC=0x5BDF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BCE SP=0x6C45 OP=0xFD
[7870000] PC=0x5B53 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BF6 SP=0x6BF5 OP=0xFD
[7880000] PC=0x5A8D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1E SP=0x6BA9 OP=0x38
[7890000] PC=0x5975 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x6B59 OP=0x38
[7900000] PC=0x5BAA A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B6C SP=0x6B09 OP=0x07
[7910000] PC=0x5B1E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B94 SP=0x6AB9 OP=0x7F
[7920000] PC=0x5A23 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBC SP=0x6A6D OP=0x38
[7930000] PC=0x590B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x6A1D OP=0x38
[7940000] PC=0x5B75 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B0A SP=0x69CD OP=0xA8
[7950000] PC=0x5AD1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x6981 OP=0x38
[7960000] PC=0x59B9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5A SP=0x6931 OP=0x38
[7970000] PC=0x5BCC A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B80 SP=0x68E1 OP=0x7F
[7980000] PC=0x5B40 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BA8 SP=0x6891 OP=0x7F
[7990000] PC=0x5A67 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD0 SP=0x6845 OP=0x38
[8000000] PC=0x594F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x67F5 OP=0x38
[8010000] PC=0x5B97 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B1E SP=0x67A5 OP=0xFD
[8020000] PC=0x5B0B A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x6755 OP=0xFD
[8030000] PC=0x59FD A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6E SP=0x6709 OP=0x38
[8040000] PC=0x5BEE A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B94 SP=0x66B9 OP=0x07
Frame 1600: PC: 0x596F SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[8050000] PC=0x5B62 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BBC SP=0x6669 OP=0x07
[8060000] PC=0x5AAB A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x661D OP=0x38
[8070000] PC=0x5993 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B0C SP=0x65CD OP=0x38
[8080000] PC=0x5BB9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B32 SP=0x657D OP=0xA8
[8090000] PC=0x5B2D A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B5A SP=0x652D OP=0xA8
[8100000] PC=0x5A41 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B82 SP=0x64E1 OP=0x38
[8110000] PC=0x5929 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x6491 OP=0x38
[8120000] PC=0x5B84 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BD0 SP=0x6441 OP=0x7F
[8130000] PC=0x5AEF A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x63F5 OP=0x38
[8140000] PC=0x59D7 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B20 SP=0x63A5 OP=0x38
[8150000] PC=0x5BDB A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B46 SP=0x6355 OP=0xFD
[8160000] PC=0x5B4F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B6E SP=0x6305 OP=0xFD
[8170000] PC=0x5A85 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B96 SP=0x62B9 OP=0x38
[8180000] PC=0x596D A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBE SP=0x6269 OP=0x38
[8190000] PC=0x5BA6 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE4 SP=0x6219 OP=0x07
[8200000] PC=0x5B1A A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B0C SP=0x61C9 OP=0x7F
[8210000] PC=0x5A1B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B34 SP=0x617D OP=0x38
[8220000] PC=0x5903 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5C SP=0x612D OP=0x38
[8230000] PC=0x5B71 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B82 SP=0x60DD OP=0xA8
[8240000] PC=0x5AC9 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x6091 OP=0x38
[8250000] PC=0x59B1 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BD2 SP=0x6041 OP=0x38
[8260000] PC=0x5BC8 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BF8 SP=0x5FF1 OP=0x7F
[8270000] PC=0x5B3C A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B20 SP=0x5FA1 OP=0x7F
[8280000] PC=0x5A5F A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B48 SP=0x5F55 OP=0x38
[8290000] PC=0x5947 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B70 SP=0x5F05 OP=0x38
Frame 1650: PC: 0x5951 SCREEN=5 ROM=0 PAGED=7
Screen @4000: 00 38 00 38 00 38 00 38 00 38 00 38 00 38 00 38 
[8300000] PC=0x5B93 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B96 SP=0x5EB5 OP=0xFD
[8310000] PC=0x5B07 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BBE SP=0x5E65 OP=0xFD
[8320000] PC=0x59F5 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5BE6 SP=0x5E19 OP=0x38
[8330000] PC=0x5BEA A=0x9A HL=0x0038 BC=0x7F7F DE=0x5B0C SP=0x5DC9 OP=0x07
[8340000] PC=0x5B5E A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B34 SP=0x5D79 OP=0x07
[8350000] PC=0x5AA3 A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B5C SP=0x5D2D OP=0x38
[8360000] PC=0x598B A=0xE5 HL=0x0038 BC=0x7F7F DE=0x5B84 SP=0x5CDD OP=0x38
[8370000] PC=0x5BB5 A=0x9A HL=0x0038 BC=0x7F7F DE=0x5BAA SP=0x5C8D OP=0xA8
